brand,model,price,gender,url,image_position,image_id,prompt
givenchy,black g plage sandals,875,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232278M234001_1.jpg",1,12295865923072101495,These are shoes for men from brand givenchy model black g plage sandals. Item price is 875 dollars.
givenchy,khaki g plage sandals,770,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232278M234002_1.jpg",1,14687027018416540167,These are shoes for men from brand givenchy model khaki g plage sandals. Item price is 770 dollars.
givenchy,black g plage sandals,770,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232278M234003_1.jpg",1,9108335386597863784,These are shoes for men from brand givenchy model black g plage sandals. Item price is 770 dollars.
rombaut,burgundy boccaccio ii lite boots,590,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/222654M223003_1.jpg",1,5661360603782027084,These are shoes for men from brand rombaut model burgundy boccaccio ii lite boots. Item price is 590 dollars.
r13,off-white kurt sneakers,740,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232021M236006_1.jpg",1,16349596121434886397,These are shoes for men from brand r13 model off-white kurt sneakers. Item price is 740 dollars.
ps by paul smith,black primus sneakers,370,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/222422M237038_1.jpg",1,13605262970108169555,These are shoes for men from brand ps by paul smith model black primus sneakers. Item price is 370 dollars.
marsèll,white cassapana sneakers,905,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232349M237006_1.jpg",1,294283498354505319,These are shoes for men from brand marsèll model white cassapana sneakers. Item price is 905 dollars.
jil sander,black square toe chelsea boots,1820,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/231249M223005_1.jpg",1,13329993724555235493,These are shoes for men from brand jil sander model black square toe chelsea boots. Item price is 1820 dollars.
zegna,off-white triple stitch sneakers,1080,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/231142M237028_1.jpg",1,11514939937881848014,These are shoes for men from brand zegna model off-white triple stitch sneakers. Item price is 1080 dollars.
dr. martens,brown isham mules,230,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/232399M231029_1.jpg",1,1868950001126706838,These are shoes for men from brand dr. martens model brown isham mules. Item price is 230 dollars.
off-white,white & black out of office sneakers,820,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241607M237072_1.jpg",1,8343472887081885952,These are shoes for men from brand off-white model white & black out of office sneakers. Item price is 820 dollars.
bottega veneta,beige domenica boots,1425,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241798M223001_1.jpg",1,3673145459300128093,These are shoes for men from brand bottega veneta model beige domenica boots. Item price is 1425 dollars.
salomon,black snowcross sneakers,385,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241837M236001_1.jpg",1,2784427602492341756,These are shoes for men from brand salomon model black snowcross sneakers. Item price is 385 dollars.
salomon,blue xt-6 gtx sneakers,320,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241837M237005_1.jpg",1,3956900351450735574,These are shoes for men from brand salomon model blue xt-6 gtx sneakers. Item price is 320 dollars.
salomon,brown xt-6 expanse leather sneakers,305,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241837M237007_1.jpg",1,1215889308900053558,These are shoes for men from brand salomon model brown xt-6 expanse leather sneakers. Item price is 305 dollars.
salomon,beige xt-6 expanse leather sneakers,305,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241837M237008_1.jpg",1,11620431925731588095,These are shoes for men from brand salomon model beige xt-6 expanse leather sneakers. Item price is 305 dollars.
salomon,taupe & black rx snug sneakers,175,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241837M237009_1.jpg",1,8176058240717992743,These are shoes for men from brand salomon model taupe & black rx snug sneakers. Item price is 175 dollars.
salomon,beige rx snug sneakers,175,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241837M237010_1.jpg",1,11289462175354227617,These are shoes for men from brand salomon model beige rx snug sneakers. Item price is 175 dollars.
oakley factory team,black edge boots,305,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241808M237000_1.jpg",1,2988243464445437171,These are shoes for men from brand oakley factory team model black edge boots. Item price is 305 dollars.
oakley factory team,green flesh sandals,270,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241808M237003_1.jpg",1,314272931844092605,These are shoes for men from brand oakley factory team model green flesh sandals. Item price is 270 dollars.
oakley factory team,taupe flesh sandals,270,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241808M237004_1.jpg",1,8131043000313702445,These are shoes for men from brand oakley factory team model taupe flesh sandals. Item price is 270 dollars.
oakley factory team,green flesh sneakers,270,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241808M237008_1.jpg",1,10960757084790877730,These are shoes for men from brand oakley factory team model green flesh sneakers. Item price is 270 dollars.
norse projects arktisk,black zip-up sneakers,445,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241646M237001_1.jpg",1,10442778040774748249,These are shoes for men from brand norse projects arktisk model black zip-up sneakers. Item price is 445 dollars.
norse projects arktisk,black lace-up sneakers,410,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241646M237003_1.jpg",1,18054711565749868270,These are shoes for men from brand norse projects arktisk model black lace-up sneakers. Item price is 410 dollars.
boss,off-white leather sneakers,270,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241085M237011_1.jpg",1,15593197798103652977,These are shoes for men from brand boss model off-white leather sneakers. Item price is 270 dollars.
boss,black leather sneakers,370,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241085M237018_1.jpg",1,15181097753072208949,These are shoes for men from brand boss model black leather sneakers. Item price is 370 dollars.
hugo,black leather loafers,280,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241084M231002_1.jpg",1,2459577461960680946,These are shoes for men from brand hugo model black leather loafers. Item price is 280 dollars.
hugo,off-white mixed-material ripstop mesh sneakers,280,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241084M237010_1.jpg",1,15922095503229244017,These are shoes for men from brand hugo model off-white mixed-material ripstop mesh sneakers. Item price is 280 dollars.
hugo,gray mixed-material ripstop mesh sneakers,280,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241084M237011_1.jpg",1,15991801194356573965,These are shoes for men from brand hugo model gray mixed-material ripstop mesh sneakers. Item price is 280 dollars.
hugo,gray & black mixed-material ripstop mesh sneakers,280,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241084M237012_1.jpg",1,74586476207451012,These are shoes for men from brand hugo model gray & black mixed-material ripstop mesh sneakers. Item price is 280 dollars.
untitlab®,black sky derbys,940,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M225000_1.jpg",1,6239985532520486431,These are shoes for men from brand untitlab® model black sky derbys. Item price is 940 dollars.
untitlab®,black step derbys,525,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M225001_1.jpg",1,1118786400574671444,These are shoes for men from brand untitlab® model black step derbys. Item price is 525 dollars.
untitlab®,black hitch chelsea boots,635,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M223000_1.jpg",1,5366596441757154570,These are shoes for men from brand untitlab® model black hitch chelsea boots. Item price is 635 dollars.
untitlab®,black hitch boots,630,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M228000_1.jpg",1,5705778804214242477,These are shoes for men from brand untitlab® model black hitch boots. Item price is 630 dollars.
untitlab®,black reel derbys,545,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M225002_1.jpg",1,11459893668045358799,These are shoes for men from brand untitlab® model black reel derbys. Item price is 545 dollars.
untitlab®,off-white reel derbys,545,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M225003_1.jpg",1,1696786717511795537,These are shoes for men from brand untitlab® model off-white reel derbys. Item price is 545 dollars.
untitlab®,black reel derbys,540,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M225005_1.jpg",1,10608249206492299550,These are shoes for men from brand untitlab® model black reel derbys. Item price is 540 dollars.
untitlab®,black reel derbys,545,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M231000_1.jpg",1,5249515561428870441,These are shoes for men from brand untitlab® model black reel derbys. Item price is 545 dollars.
untitlab®,black reel derbys,520,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M231001_1.jpg",1,1619512660668239171,These are shoes for men from brand untitlab® model black reel derbys. Item price is 520 dollars.
untitlab®,black reel derbys,520,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M231002_1.jpg",1,13043255841562577525,These are shoes for men from brand untitlab® model black reel derbys. Item price is 520 dollars.
untitlab®,black block loafers,565,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M231005_1.jpg",1,6202777251890510869,These are shoes for men from brand untitlab® model black block loafers. Item price is 565 dollars.
untitlab®,gray reel derbys,525,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M231003_1.jpg",1,8377221986253931377,These are shoes for men from brand untitlab® model gray reel derbys. Item price is 525 dollars.
untitlab®,black heel derbys,610,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M231004_1.jpg",1,14272426118744551558,These are shoes for men from brand untitlab® model black heel derbys. Item price is 610 dollars.
untitlab®,black & brown swift trek sneakers,350,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M237002_1.jpg",1,13768351230719899685,These are shoes for men from brand untitlab® model black & brown swift trek sneakers. Item price is 350 dollars.
untitlab®,black & silver swift trek sneakers,395,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241167M237000_1.jpg",1,12381962293766721632,These are shoes for men from brand untitlab® model black & silver swift trek sneakers. Item price is 395 dollars.
dries van noten,black square toe boots,1275,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M228001_1.jpg",1,11702468723588892744,These are shoes for men from brand dries van noten model black square toe boots. Item price is 1275 dollars.
dries van noten,black zip boots,1195,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M228003_1.jpg",1,4921253971791016091,These are shoes for men from brand dries van noten model black zip boots. Item price is 1195 dollars.
dries van noten,beige zip boots,1195,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M228004_1.jpg",1,8545430314705840983,These are shoes for men from brand dries van noten model beige zip boots. Item price is 1195 dollars.
misbhv,black 'the 2000' chelsea boots,785,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241937M223000_1.jpg",1,5853568590964401210,These are shoes for men from brand misbhv model black 'the 2000' chelsea boots. Item price is 785 dollars.
dolce&gabbana,white portofino sneakers,885,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237002_1.jpg",1,3986590437939936369,These are shoes for men from brand dolce&gabbana model white portofino sneakers. Item price is 885 dollars.
dolce&gabbana,white & black portofino sneakers,860,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237025_1.jpg",1,3134771998729232835,These are shoes for men from brand dolce&gabbana model white & black portofino sneakers. Item price is 860 dollars.
dolce&gabbana,black portofino sneakers,865,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237026_1.jpg",1,9856345607552450347,These are shoes for men from brand dolce&gabbana model black portofino sneakers. Item price is 865 dollars.
dolce&gabbana,black portofino sneakers,835,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237044_1.jpg",1,6798254915931449352,These are shoes for men from brand dolce&gabbana model black portofino sneakers. Item price is 835 dollars.
dolce&gabbana,white portofino sneakers,835,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237045_1.jpg",1,18213980377886906121,These are shoes for men from brand dolce&gabbana model white portofino sneakers. Item price is 835 dollars.
dolce&gabbana,white embossed sneakers,695,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237005_1.jpg",1,4296223494950564651,These are shoes for men from brand dolce&gabbana model white embossed sneakers. Item price is 695 dollars.
dolce&gabbana,white & red portofino sneakers,1400,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237006_1.jpg",1,10958806743843978578,These are shoes for men from brand dolce&gabbana model white & red portofino sneakers. Item price is 1400 dollars.
dolce&gabbana,black hardware sneakers,820,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237019_1.jpg",1,16681101359657313997,These are shoes for men from brand dolce&gabbana model black hardware sneakers. Item price is 820 dollars.
dolce&gabbana,white daymaster sneakers,860,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237014_1.jpg",1,15219464297392717897,These are shoes for men from brand dolce&gabbana model white daymaster sneakers. Item price is 860 dollars.
dolce&gabbana,black daymaster sneakers,865,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237015_1.jpg",1,4877419880672033177,These are shoes for men from brand dolce&gabbana model black daymaster sneakers. Item price is 865 dollars.
dolce&gabbana,black embossed sneakers,695,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237004_1.jpg",1,9006157624671642537,These are shoes for men from brand dolce&gabbana model black embossed sneakers. Item price is 695 dollars.
dolce&gabbana,white & black new roma sneakers,910,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237011_1.jpg",1,5569677663151797053,These are shoes for men from brand dolce&gabbana model white & black new roma sneakers. Item price is 910 dollars.
thom browne,white velcro sneaker,965,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241381M237003_1.jpg",1,7562691402393409856,These are shoes for men from brand thom browne model white velcro sneaker. Item price is 965 dollars.
dolce&gabbana,white & gold 2.zero custom sneakers,1100,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237013_1.jpg",1,1221146708935483063,These are shoes for men from brand dolce&gabbana model white & gold 2.zero custom sneakers. Item price is 1100 dollars.
dolce&gabbana,black airmaster sneakers,1050,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237008_1.jpg",1,4201962839149927092,These are shoes for men from brand dolce&gabbana model black airmaster sneakers. Item price is 1050 dollars.
dolce&gabbana,red & black fast sneakers,835,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237021_1.jpg",1,9458957816873919567,These are shoes for men from brand dolce&gabbana model red & black fast sneakers. Item price is 835 dollars.
dolce&gabbana,white & black fast sneakers,835,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237023_1.jpg",1,6479183905849887401,These are shoes for men from brand dolce&gabbana model white & black fast sneakers. Item price is 835 dollars.
dolce&gabbana,black fast sneakers,835,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M237024_1.jpg",1,872408027982280065,These are shoes for men from brand dolce&gabbana model black fast sneakers. Item price is 835 dollars.
dolce&gabbana,black lace-up derbys,1015,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M225000_1.jpg",1,15412602974010547232,These are shoes for men from brand dolce&gabbana model black lace-up derbys. Item price is 1015 dollars.
dries van noten,brown moc toe derbys,1045,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M225001_1.jpg",1,4913236490440511976,These are shoes for men from brand dries van noten model brown moc toe derbys. Item price is 1045 dollars.
dries van noten,black moc toe derbys,1030,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M225002_1.jpg",1,4846630448236637435,These are shoes for men from brand dries van noten model black moc toe derbys. Item price is 1030 dollars.
dolce&gabbana,black moc toe loafers,975,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M231012_1.jpg",1,13032573931120515076,These are shoes for men from brand dolce&gabbana model black moc toe loafers. Item price is 975 dollars.
tiger of sweden,black laxet derbys,555,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241115M225000_1.jpg",1,18129979957680339733,These are shoes for men from brand tiger of sweden model black laxet derbys. Item price is 555 dollars.
dolce&gabbana,black pantofola loafers,1105,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M231000_1.jpg",1,1426902508452914755,These are shoes for men from brand dolce&gabbana model black pantofola loafers. Item price is 1105 dollars.
dries van noten,black padded sandals,850,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M234010_1.jpg",1,17899542101451992492,These are shoes for men from brand dries van noten model black padded sandals. Item price is 850 dollars.
dries van noten,black criss-crossing sandals,715,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M234007_1.jpg",1,9677912375817413854,These are shoes for men from brand dries van noten model black criss-crossing sandals. Item price is 715 dollars.
dries van noten,brown criss-crossing sandals,715,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241358M234008_1.jpg",1,4334731151450206268,These are shoes for men from brand dries van noten model brown criss-crossing sandals. Item price is 715 dollars.
dr. martens,black myles sandals,225,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241399M234000_1.jpg",1,12644707190946950481,These are shoes for men from brand dr. martens model black myles sandals. Item price is 225 dollars.
dolce&gabbana,white beachwear slides,350,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M234000_1.jpg",1,5858410932380418553,These are shoes for men from brand dolce&gabbana model white beachwear slides. Item price is 350 dollars.
dolce&gabbana,black beachwear slides,355,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M234001_1.jpg",1,3682785427866857882,These are shoes for men from brand dolce&gabbana model black beachwear slides. Item price is 355 dollars.
dolce&gabbana,brown embossed slides,845,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241003M234008_1.jpg",1,13299421214769373756,These are shoes for men from brand dolce&gabbana model brown embossed slides. Item price is 845 dollars.
nike jordan,black & purple air jordan 1 mid se sneakers,250,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241445M236006_1.jpg",1,14703789261727903609,These are shoes for men from brand nike jordan model black & purple air jordan 1 mid se sneakers. Item price is 250 dollars.
miharayasuhiro,black hank og sneakers,540,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241551M236000_1.jpg",1,15781670919805499635,These are shoes for men from brand miharayasuhiro model black hank og sneakers. Item price is 540 dollars.
miharayasuhiro,black peterson og sneakers,475,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241551M236007_1.jpg",1,18418129173240249893,These are shoes for men from brand miharayasuhiro model black peterson og sneakers. Item price is 475 dollars.
merrell 1trl,black & orange nicole mclaughlin edition moc speed streak evo se x sneakers,215,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241607M237004_1.jpg",1,6450927547845419709,These are shoes for men from brand merrell 1trl model black & orange nicole mclaughlin edition moc speed streak evo se x sneakers. Item price is 215 dollars.
new balance,gray made in uk 991v1 sneakers,480,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241402M237008_1.jpg",1,10148305870177074795,These are shoes for men from brand new balance model gray made in uk 991v1 sneakers. Item price is 480 dollars.
norse projects arktisk,white zip-up sneakers,445,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241646M237000_1.jpg",1,11839759825840629959,These are shoes for men from brand norse projects arktisk model white zip-up sneakers. Item price is 445 dollars.
dsquared2,black canadian sneakers,805,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241148M237011_1.jpg",1,13492119280192658562,These are shoes for men from brand dsquared2 model black canadian sneakers. Item price is 805 dollars.
dsquared2,white canadian sneakers,805,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241148M237012_1.jpg",1,15100761870875965063,These are shoes for men from brand dsquared2 model white canadian sneakers. Item price is 805 dollars.
norse projects arktisk,white lace up sneakers,410,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241646M237002_1.jpg",1,14649118390071922469,These are shoes for men from brand norse projects arktisk model white lace up sneakers. Item price is 410 dollars.
thom browne,navy tweed penny loafers,1050,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241381M231008_1.jpg",1,10387196145527892194,These are shoes for men from brand thom browne model navy tweed penny loafers. Item price is 1050 dollars.
tom ford,black sean twisted band loafers,1480,men,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_1412,w_940/c_scale,h_960/f_auto,dpr_2.0/241076M231003_1.jpg",1,10701191232616932421,These are shoes for men from brand tom ford model black sean twisted band loafers. Item price is 1480 dollars.
